epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,53422.1,2.50991,2.11159,2.82618,2.53527,0.16915,0.33333,0.32135,0.06857,0,0,0,0,3.22878,1.75503,3.53199,2.74164,0.000808828,0.000808828,0.000808828
106,53524.7,2.4293,1.98426,2.73663,2.46462,0.37245,0.5,0.24931,0.068,0.00072,0.16667,0.00113,0.00016,3.2216,1.73955,2.94605,2.67273,0.000800577,0.000800577,0.000800577
107,53627.6,2.60057,2.12779,2.79628,2.53433,0.37245,0.5,0.24931,0.068,0.00072,0.16667,0.00113,0.00016,3.2216,1.73955,2.94605,2.67273,0.000792325,0.000792325,0.000792325
108,53730.8,2.53425,2.18684,2.86335,2.53496,0.30437,0.5,0.26831,0.07747,0.00069,0.16667,0.00152,0.00032,3.19607,1.70081,2.78477,2.62048,0.000784073,0.000784073,0.000784073
109,53837.4,2.52912,2.03148,2.76169,2.49672,0.43046,0.5,0.31827,0.09154,0.00137,0.33333,0.00301,0.00035,3.17625,1.5962,2.82596,2.59206,0.000775822,0.000775822,0.000775822
110,53945.4,2.57461,2.06907,2.61023,2.43403,0.43046,0.5,0.31827,0.09154,0.00137,0.33333,0.00301,0.00035,3.17625,1.5962,2.82596,2.59206,0.00076757,0.00076757,0.00076757
111,54043.1,2.55277,1.97763,2.65729,2.41257,0.46952,0.5,0.33358,0.08706,0,0,0,0,3.03414,1.55529,2.68256,2.52776,0.000759318,0.000759318,0.000759318
112,54142.8,2.56896,1.93799,2.7176,2.51516,0.46952,0.5,0.33358,0.08706,0,0,0,0,3.03414,1.55529,2.68256,2.52776,0.000751067,0.000751067,0.000751067
113,54246.7,2.36343,1.97415,2.60231,2.35165,0.41416,0.5,0.31173,0.08502,0.00089,0.16667,0.00053,5e-05,2.98796,1.58281,2.6431,2.53114,0.000742815,0.000742815,0.000742815
114,54356.9,2.56868,2.1868,2.63974,2.35194,0.15837,0.5,0.24902,0.06904,0,0,0,0,3.01952,1.61037,2.78615,2.57182,0.000734564,0.000734564,0.000734564
115,54465.7,2.46635,2.12979,2.60125,2.34378,0.15837,0.5,0.24902,0.06904,0,0,0,0,3.01952,1.61037,2.78615,2.57182,0.000726312,0.000726312,0.000726312
116,54572.7,2.57495,2.30429,2.91794,2.51679,0.19401,0.5,0.29143,0.0595,0,0,0,0,2.92921,1.62491,3.34489,2.58259,0.00071806,0.00071806,0.00071806
117,54680.3,2.49328,2.13298,2.63735,2.44956,0.12124,0.5,0.25348,0.05107,0.00067,0.16667,0.00096,0.00018,2.97223,1.67264,3.5802,2.59467,0.000709809,0.000709809,0.000709809
118,54788.5,2.48965,1.9278,2.67053,2.40102,0.12124,0.5,0.25348,0.05107,0.00067,0.16667,0.00096,0.00018,2.97223,1.67264,3.5802,2.59467,0.000701557,0.000701557,0.000701557
119,54889.7,2.60048,2.05051,2.66926,2.45711,0.04,0.83333,0.0868,0.02112,0.00067,0.16667,0.00091,9e-05,3.0545,1.70117,4.98628,2.646,0.000693305,0.000693305,0.000693305
120,54991.6,2.45821,1.93009,2.68333,2.43749,0.04,0.83333,0.0868,0.02112,0.00067,0.16667,0.00091,9e-05,3.0545,1.70117,4.98628,2.646,0.000685054,0.000685054,0.000685054
121,55094,2.37021,1.76409,2.66242,2.30161,0.05855,0.5,0.08577,0.02585,0.00067,0.16667,0.00114,0.00011,3.21122,1.77847,5.26167,2.68417,0.000676802,0.000676802,0.000676802
122,55212.4,2.44051,1.9852,2.59809,2.43032,0.04771,0.5,0.34347,0.10646,0.00067,0.16667,0.00077,8e-05,3.04613,1.73872,3.425,2.60801,0.00066855,0.00066855,0.00066855
123,55333.1,2.48736,2.07515,2.67127,2.48885,0.04771,0.5,0.34347,0.10646,0.00067,0.16667,0.00077,8e-05,3.04613,1.73872,3.425,2.60801,0.000660299,0.000660299,0.000660299
124,55443.3,2.49252,1.97119,2.67781,2.50597,0.06003,0.66667,0.44976,0.13681,0,0,0,0,2.923,1.71169,3.2137,2.56651,0.000652047,0.000652047,0.000652047
125,55555.1,2.47209,1.94286,2.7111,2.49122,0.24827,0.33065,0.1628,0.0529,0,0,0,0,3.05578,1.72188,4.55185,2.68629,0.000643795,0.000643795,0.000643795
126,55666.8,2.34251,1.72385,2.57352,2.47454,0.24827,0.33065,0.1628,0.0529,0,0,0,0,3.05578,1.72188,4.55185,2.68629,0.000635544,0.000635544,0.000635544
127,55778.7,2.45027,1.78631,2.65679,2.50313,0.14962,0.5,0.26392,0.07704,0,0,0,0,2.98347,1.65584,3.93024,2.60967,0.000627292,0.000627292,0.000627292
128,55882.1,2.33134,2.08413,2.7036,2.37701,0.14962,0.5,0.26392,0.07704,0,0,0,0,2.98347,1.65584,3.93024,2.60967,0.00061904,0.00061904,0.00061904
